            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2,	           kkt,	    tot_reeval,	volume_correction,	       penalty
            40,	6.00000000e-01,	6.78773654e+02,	7.24600862e-03,	             2,	2.53999974e-01,	1.84071763e-01,	2.81684272e+00,	            15,	-1.11855397e+03,	0.00000000e+00
            41,	6.00000000e-01,	6.78542354e+02,	6.92796533e-03,	             0,	2.31299538e-01,	1.79255135e-01,	3.04846928e+00,	            15,	-1.10316554e+03,	0.00000000e+00
            42,	6.00000000e-01,	6.78307243e+02,	6.15667037e-03,	             0,	2.35111447e-01,	1.79698258e-01,	2.89828160e+00,	            15,	-1.13135373e+03,	0.00000000e+00
            43,	6.00000000e-01,	6.78029779e+02,	5.52403315e-03,	             0,	2.77464208e-01,	1.78224317e-01,	2.38712985e+00,	            15,	-1.11465879e+03,	0.00000000e+00
            44,	6.00000000e-01,	6.77753020e+02,	5.73573086e-03,	             0,	2.76758700e-01,	1.68085823e-01,	2.13073254e+00,	            15,	-1.13633470e+03,	0.00000000e+00
            45,	6.00000000e-01,	6.77412524e+02,	7.49685261e-03,	             0,	3.40495803e-01,	1.78260671e-01,	2.57429341e+00,	            15,	-1.13253010e+03,	0.00000000e+00
            46,	6.00000000e-01,	6.77107956e+02,	8.92653589e-03,	             0,	3.04568228e-01,	1.77037354e-01,	3.03713200e+00,	            15,	-1.15940901e+03,	0.00000000e+00
            47,	6.00000000e-01,	6.76802069e+02,	4.08692342e-03,	             1,	3.05886840e-01,	1.69049362e-01,	1.77386189e+00,	            16,	-1.15171614e+03,	0.00000000e+00
            48,	6.00000000e-01,	6.76681490e+02,	5.02644830e-03,	             0,	1.20578984e-01,	1.70153675e-01,	1.74686977e+00,	            16,	-1.16334945e+03,	0.00000000e+00
            49,	6.00000000e-01,	6.76507163e+02,	1.42748367e-02,	             0,	1.74326885e-01,	1.65186598e-01,	1.76242160e+00,	            16,	-1.17096542e+03,	0.00000000e+00
            50,	6.00000000e-01,	6.76348644e+02,	1.39799393e-02,	             1,	1.58518985e-01,	1.68709588e-01,	2.26454712e+00,	            17,	-1.17209319e+03,	0.00000000e+00
            51,	6.00000000e-01,	6.76228918e+02,	7.94080340e-03,	             1,	1.19725879e-01,	1.70355486e-01,	2.06109882e+00,	            18,	-1.17790840e+03,	0.00000000e+00
            52,	6.00000000e-01,	6.76103730e+02,	7.15810382e-03,	             0,	1.25187827e-01,	1.77915619e-01,	1.97049005e+00,	            18,	-1.17272967e+03,	0.00000000e+00
            53,	6.00000000e-01,	6.75913102e+02,	7.52479276e-03,	             0,	1.90628391e-01,	1.70847484e-01,	1.67426429e+00,	            18,	-1.17288881e+03,	0.00000000e+00
            54,	6.00000000e-01,	6.75637434e+02,	1.06240275e-02,	             0,	2.75668122e-01,	1.74604863e-01,	1.87849627e+00,	            18,	-1.16937092e+03,	0.00000000e+00
            55,	6.00000000e-01,	6.75512469e+02,	7.87584161e-03,	             1,	1.24964758e-01,	1.68439017e-01,	1.76797815e+00,	            19,	-1.16731016e+03,	0.00000000e+00
            56,	6.00000000e-01,	6.75429063e+02,	8.76873784e-03,	             0,	8.34059931e-02,	1.69338108e-01,	1.90237708e+00,	            19,	-1.17687037e+03,	0.00000000e+00
            57,	6.00000000e-01,	6.75342531e+02,	8.75390824e-03,	             0,	8.65321111e-02,	1.68483514e-01,	2.24168743e+00,	            19,	-1.16809286e+03,	0.00000000e+00
            58,	6.00000000e-01,	6.75263789e+02,	3.58789279e-03,	             1,	7.87419066e-02,	1.66736753e-01,	1.60044410e+00,	            20,	-1.18530524e+03,	0.00000000e+00
            59,	6.00000000e-01,	6.75235820e+02,	3.60240091e-03,	             0,	2.79692054e-02,	1.62244506e-01,	1.55171891e+00,	            20,	-1.17521351e+03,	0.00000000e+00
            60,	6.00000000e-01,	6.75190251e+02,	7.51955190e-03,	             0,	4.55693028e-02,	1.63124419e-01,	1.54331832e+00,	            20,	-1.17782980e+03,	0.00000000e+00
            61,	6.00000000e-01,	6.75043081e+02,	1.95764963e-02,	             0,	1.47169414e-01,	1.65556502e-01,	1.49487045e+00,	            20,	-1.17650185e+03,	0.00000000e+00
            62,	6.00000000e-01,	6.74961758e+02,	1.57748776e-02,	             1,	8.13234306e-02,	1.58007209e-01,	1.56438285e+00,	            21,	-1.17154913e+03,	0.00000000e+00
            63,	6.00000000e-01,	6.74887985e+02,	1.04354413e-02,	             1,	7.37724301e-02,	1.60985221e-01,	1.70046142e+00,	            22,	-1.17871059e+03,	0.00000000e+00
            64,	6.00000000e-01,	6.74846713e+02,	6.12652665e-03,	             1,	4.12719594e-02,	1.60756781e-01,	1.56460505e+00,	            23,	-1.17507674e+03,	0.00000000e+00
            65,	6.00000000e-01,	6.74825473e+02,	6.47283631e-03,	             0,	2.12399871e-02,	1.64241722e-01,	1.59359566e+00,	            23,	-1.18272581e+03,	0.00000000e+00
            66,	6.00000000e-01,	6.74813456e+02,	3.23047721e-03,	             1,	1.20170639e-02,	1.57382100e-01,	1.45074220e+00,	            24,	-1.17473412e+03,	0.00000000e+00
            67,	6.00000000e-01,	6.74807455e+02,	4.12775175e-03,	             0,	6.00113368e-03,	1.56385633e-01,	1.44989540e+00,	            24,	-1.17819492e+03,	0.00000000e+00
            68,	6.00000000e-01,	6.74795905e+02,	1.25368331e-02,	             0,	1.15503321e-02,	1.60544282e-01,	1.44942495e+00,	            24,	-1.17810252e+03,	0.00000000e+00
            69,	6.00000000e-01,	6.74755849e+02,	2.47361163e-02,	             0,	4.00555396e-02,	1.58672383e-01,	1.43372248e+00,	            24,	-1.17708035e+03,	0.00000000e+00
            70,	6.00000000e-01,	6.74651272e+02,	2.36729380e-02,	             1,	1.04577056e-01,	1.62048771e-01,	1.70207229e+00,	            25,	-1.16966629e+03,	0.00000000e+00
            71,	6.00000000e-01,	6.74591076e+02,	2.92151821e-03,	             3,	6.01962086e-02,	1.57990903e-01,	1.28878687e+00,	            28,	-1.16961791e+03,	0.00000000e+00
            72,	6.00000000e-01,	6.74566707e+02,	3.03138544e-03,	             0,	2.43686890e-02,	1.52395098e-01,	1.23916852e+00,	            28,	-1.16168026e+03,	0.00000000e+00
            73,	6.00000000e-01,	6.74498063e+02,	7.93333858e-03,	             0,	6.86439883e-02,	1.48320171e-01,	1.21697444e+00,	            28,	-1.16339019e+03,	0.00000000e+00
            74,	6.00000000e-01,	6.74333131e+02,	1.47460446e-02,	             0,	1.64932450e-01,	1.50092897e-01,	1.28066996e+00,	            28,	-1.16293059e+03,	0.00000000e+00
            75,	6.00000000e-01,	6.74279445e+02,	2.16689033e-02,	             0,	5.36857998e-02,	1.66627165e-01,	1.84400154e+00,	            28,	-1.16592988e+03,	0.00000000e+00
            76,	6.00000000e-01,	6.74224395e+02,	4.60810708e-03,	             2,	5.50503222e-02,	1.62710731e-01,	1.51637907e+00,	            30,	-1.17530596e+03,	0.00000000e+00
            77,	6.00000000e-01,	6.74205930e+02,	4.52618781e-03,	             0,	1.84646736e-02,	1.50746815e-01,	1.37433733e+00,	            30,	-1.16228267e+03,	0.00000000e+00
            78,	6.00000000e-01,	6.74192540e+02,	5.09960410e-03,	             0,	1.33896816e-02,	1.58776308e-01,	1.34976338e+00,	            30,	-1.16925159e+03,	0.00000000e+00
            79,	6.00000000e-01,	6.74174542e+02,	8.12728904e-03,	             0,	1.79982094e-02,	1.52892086e-01,	1.36309764e+00,	            30,	-1.16485637e+03,	0.00000000e+00
            80,	6.00000000e-01,	6.74161883e+02,	1.22836176e-02,	             0,	1.26590915e-02,	1.64067503e-01,	1.55370082e+00,	            30,	-1.16790084e+03,	0.00000000e+00
            81,	6.00000000e-01,	6.74145621e+02,	5.48338099e-03,	             1,	1.62625880e-02,	1.56636705e-01,	1.48081753e+00,	            31,	-1.15815388e+03,	0.00000000e+00
            82,	6.00000000e-01,	6.74133611e+02,	4.54948642e-03,	             0,	1.20091820e-02,	1.59392643e-01,	1.34583278e+00,	            31,	-1.16911548e+03,	0.00000000e+00
