            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	8.99885415e-01,	1.55753584e-02,	1.00000000e+00,	             0,	           inf,	7.51517015e-02
             1,	8.83817628e-01,	1.40052748e-02,	1.00000000e+00,	             0,	1.57008356e-03,	6.03876150e-02
             2,	8.81716575e-01,	1.20951694e-02,	1.00000000e+00,	             0,	1.91010537e-03,	4.66683382e-02
             3,	8.82216259e-01,	1.05026715e-02,	1.00000000e+00,	             0,	1.59249791e-03,	3.64359570e-02
             4,	8.83829876e-01,	9.23627249e-03,	1.00000000e+00,	             0,	1.26639903e-03,	2.88884888e-02
             5,	8.85773640e-01,	8.24183515e-03,	1.00000000e+00,	             0,	9.94437339e-04,	2.32413996e-02
             6,	8.87637038e-01,	7.45767697e-03,	1.00000000e+00,	             0,	7.84158184e-04,	1.89668047e-02
             7,	8.89192804e-01,	6.82951952e-03,	1.00000000e+00,	             0,	6.28157447e-04,	1.57166477e-02
             8,	8.90340546e-01,	6.31360001e-03,	1.00000000e+00,	             0,	5.15919512e-04,	1.31613302e-02
             9,	8.91125695e-01,	5.87774878e-03,	1.00000000e+00,	             0,	4.35851231e-04,	1.12046712e-02
            10,	8.91682127e-01,	5.50441565e-03,	1.00000000e+00,	             0,	3.73333126e-04,	9.86677166e-03
            11,	8.92116083e-01,	5.17525036e-03,	1.00000000e+00,	             0,	3.29165297e-04,	8.65083781e-03
            12,	8.92880515e-01,	4.89007977e-03,	1.00000000e+00,	             0,	2.85170583e-04,	7.55814816e-03
            13,	8.93382208e-01,	4.64446462e-03,	1.00000000e+00,	             0,	2.45615151e-04,	6.74744636e-03
            14,	8.93735908e-01,	4.42745207e-03,	1.00000000e+00,	             0,	2.17012559e-04,	6.09136340e-03
            15,	8.94121757e-01,	4.23451493e-03,	1.00000000e+00,	             0,	1.92937133e-04,	5.48385086e-03
            16,	8.94405458e-01,	4.06265126e-03,	1.00000000e+00,	             0,	1.71863672e-04,	5.05849876e-03
            17,	8.94416686e-01,	3.90350439e-03,	1.00000000e+00,	             0,	1.59146875e-04,	4.86287474e-03
            18,	8.94348104e-01,	3.75038396e-03,	1.00000000e+00,	             0,	1.53120425e-04,	4.67651516e-03
            19,	8.94866417e-01,	3.61138277e-03,	1.00000000e+00,	             0,	1.39001186e-04,	4.24315152e-03
            20,	8.95191183e-01,	3.48885049e-03,	1.00000000e+00,	             0,	1.22532287e-04,	3.93599895e-03
            21,	8.95425834e-01,	3.37878384e-03,	1.00000000e+00,	             0,	1.10066648e-04,	3.70898954e-03
            22,	8.95529645e-01,	3.27734019e-03,	1.00000000e+00,	             0,	1.01443646e-04,	3.58644263e-03
            23,	8.95425220e-01,	3.17971398e-03,	1.00000000e+00,	             0,	9.76262110e-05,	3.59361150e-03
            24,	8.95107570e-01,	3.08147238e-03,	1.00000000e+00,	             0,	9.82415993e-05,	3.74643939e-03
            25,	8.94476975e-01,	2.97682174e-03,	1.00000000e+00,	             0,	1.04650642e-04,	4.10164334e-03
            26,	8.93306881e-01,	2.85836976e-03,	1.00000000e+00,	             0,	1.18451982e-04,	4.80843480e-03
            27,	8.92080784e-01,	2.72147743e-03,	1.00000000e+00,	             0,	1.36892325e-04,	5.56560024e-03
            28,	8.90749741e-01,	2.57259973e-03,	1.00000000e+00,	             0,	1.48877708e-04,	4.97273840e-03
            29,	8.88578680e-01,	2.40818182e-03,	1.00000000e+00,	             0,	1.64417909e-04,	4.31487005e-03
            30,	8.86829300e-01,	2.24055279e-03,	1.00000000e+00,	             0,	1.67629023e-04,	3.65857217e-03
            31,	8.85679231e-01,	2.07779064e-03,	1.00000000e+00,	             0,	1.62762150e-04,	3.08214784e-03
            32,	8.86477645e-01,	1.93300021e-03,	1.00000000e+00,	             0,	1.44790439e-04,	2.57010684e-03
            33,	8.87392174e-01,	1.81462326e-03,	1.00000000e+00,	             0,	1.18376942e-04,	2.13137490e-03
            34,	8.88061460e-01,	1.71434851e-03,	1.00000000e+00,	             0,	1.00274756e-04,	1.82109966e-03
            35,	8.89065043e-01,	1.62861094e-03,	1.00000000e+00,	             0,	8.57375654e-05,	1.57477666e-03
            36,	8.90499903e-01,	1.55633100e-03,	1.00000000e+00,	             0,	7.22799434e-05,	1.32048016e-03
            37,	8.92559548e-01,	1.50200752e-03,	1.00000000e+00,	             0,	5.43234757e-05,	1.14495508e-03
            38,	8.94044724e-01,	1.45959857e-03,	1.00000000e+00,	             0,	4.24089487e-05,	1.02792672e-03
            39,	8.95216722e-01,	1.42502187e-03,	1.00000000e+00,	             0,	3.45767090e-05,	9.60947090e-04
            40,	8.96093316e-01,	1.39558205e-03,	1.00000000e+00,	             0,	2.94398159e-05,	9.18208174e-04
            41,	8.96827821e-01,	1.37146120e-03,	1.00000000e+00,	             0,	2.41208497e-05,	8.41355844e-04
            42,	8.97410130e-01,	1.35287657e-03,	1.00000000e+00,	             0,	1.85846286e-05,	7.90532203e-04
            43,	8.97770248e-01,	1.33645930e-03,	1.00000000e+00,	             0,	1.64172708e-05,	7.75566821e-04
            44,	8.97960503e-01,	1.32125076e-03,	1.00000000e+00,	             0,	1.52085373e-05,	7.56502789e-04
            45,	8.98136754e-01,	1.30772589e-03,	1.00000000e+00,	             0,	1.35248706e-05,	7.03085609e-04
            46,	8.98371769e-01,	1.29578355e-03,	1.00000000e+00,	             0,	1.19423385e-05,	6.94447429e-04
            47,	8.98632147e-01,	1.28593297e-03,	1.00000000e+00,	             0,	9.85058925e-06,	6.39723738e-04
            48,	8.98859639e-01,	1.27848868e-03,	1.00000000e+00,	             0,	7.44428939e-06,	6.32087402e-04
            49,	8.98987424e-01,	1.27178136e-03,	1.00000000e+00,	             0,	6.70731708e-06,	6.30936251e-04
            50,	8.99158352e-01,	1.26639459e-03,	1.00000000e+00,	             0,	5.38677279e-06,	5.96460573e-04
            51,	8.99284268e-01,	1.26213418e-03,	1.00000000e+00,	             0,	4.26040190e-06,	5.87000399e-04
            52,	8.99382756e-01,	1.25842100e-03,	1.00000000e+00,	             0,	3.71318661e-06,	5.80773842e-04
            53,	8.99442335e-01,	1.25510336e-03,	1.00000000e+00,	             0,	3.31764118e-06,	5.76103406e-04
            54,	8.99495468e-01,	1.25206361e-03,	1.00000000e+00,	             0,	3.03974321e-06,	5.72037654e-04
            55,	8.99587523e-01,	1.24964849e-03,	1.00000000e+00,	             0,	2.41511869e-06,	5.34120836e-04
            56,	8.99631174e-01,	1.24765664e-03,	1.00000000e+00,	             0,	1.99184967e-06,	5.16820517e-04
            57,	8.99665508e-01,	1.24589029e-03,	1.00000000e+00,	             0,	1.76635090e-06,	5.04507120e-04
            58,	8.99702068e-01,	1.24432976e-03,	1.00000000e+00,	             0,	1.56053361e-06,	4.94879696e-04
            59,	8.99730123e-01,	1.24292749e-03,	1.00000000e+00,	             0,	1.40227310e-06,	4.89382164e-04
            60,	8.99754158e-01,	1.24164575e-03,	1.00000000e+00,	             0,	1.28173593e-06,	4.85785669e-04
            61,	8.99772533e-01,	1.24046505e-03,	1.00000000e+00,	             0,	1.18069999e-06,	4.82319077e-04
            62,	8.99786581e-01,	1.23936026e-03,	1.00000000e+00,	             0,	1.10478961e-06,	4.75679813e-04
            63,	8.99799314e-01,	1.23831632e-03,	1.00000000e+00,	             0,	1.04394189e-06,	4.68487561e-04
            64,	8.99818393e-01,	1.23734491e-03,	1.00000000e+00,	             0,	9.71413142e-07,	4.55460451e-04
            65,	8.99835277e-01,	1.23645732e-03,	1.00000000e+00,	             0,	8.87588939e-07,	4.42546035e-04
            66,	8.99897089e-01,	1.23581389e-03,	1.00000000e+00,	             0,	6.43429797e-07,	3.90869764e-04
            67,	8.99907582e-01,	1.23533566e-03,	1.00000000e+00,	             0,	4.78229723e-07,	3.82143545e-04
            68,	8.99915264e-01,	1.23490582e-03,	1.00000000e+00,	             0,	4.29835767e-07,	3.75622461e-04
            69,	8.99922393e-01,	1.23451289e-03,	1.00000000e+00,	             0,	3.92936562e-07,	3.69442002e-04
            70,	8.99928921e-01,	1.23415431e-03,	1.00000000e+00,	             0,	3.58575738e-07,	3.63573373e-04
            71,	8.99933372e-01,	1.23382098e-03,	1.00000000e+00,	             0,	3.33333697e-07,	3.59536785e-04
            72,	8.99937231e-01,	1.23350851e-03,	1.00000000e+00,	             0,	3.12464209e-07,	3.56010669e-04
            73,	8.99939813e-01,	1.23321108e-03,	1.00000000e+00,	             0,	2.97427666e-07,	3.53644717e-04
            74,	8.99942130e-01,	1.23292519e-03,	1.00000000e+00,	             0,	2.85891073e-07,	3.51552090e-04
            75,	8.99945302e-01,	1.23265255e-03,	1.00000000e+00,	             0,	2.72647752e-07,	3.48611772e-04
