            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	8.99830151e-01,	1.55782282e-02,	1.00000000e+00,	             0,	           inf,	7.51696165e-02
             1,	8.71616216e-01,	1.30063279e-02,	1.00000000e+00,	             0,	2.57190024e-03,	5.32311834e-02
             2,	8.72480568e-01,	1.04158458e-02,	1.00000000e+00,	             0,	2.59048216e-03,	3.69514331e-02
             3,	8.77703302e-01,	8.65190431e-03,	1.00000000e+00,	             0,	1.76394144e-03,	2.64931109e-02
             4,	8.82921060e-01,	7.46539421e-03,	1.00000000e+00,	             0,	1.18651010e-03,	1.96747905e-02
             5,	8.86505872e-01,	6.63357365e-03,	1.00000000e+00,	             0,	8.31820562e-04,	1.52817815e-02
             6,	8.88623236e-01,	6.00861434e-03,	1.00000000e+00,	             0,	6.24959306e-04,	1.22934531e-02
             7,	8.89842274e-01,	5.50996691e-03,	1.00000000e+00,	             0,	4.98647437e-04,	1.03021825e-02
             8,	8.91286290e-01,	5.10561282e-03,	1.00000000e+00,	             0,	4.04354082e-04,	8.60496845e-03
             9,	8.92162832e-01,	4.77736977e-03,	1.00000000e+00,	             0,	3.28243053e-04,	7.41789495e-03
            10,	8.92770669e-01,	4.50135838e-03,	1.00000000e+00,	             0,	2.76011390e-04,	6.56469866e-03
            11,	8.93246439e-01,	4.26276402e-03,	1.00000000e+00,	             0,	2.38594358e-04,	5.88575980e-03
            12,	8.93659185e-01,	4.05379838e-03,	1.00000000e+00,	             0,	2.08965647e-04,	5.38004650e-03
            13,	8.93574866e-01,	3.86220058e-03,	1.00000000e+00,	             0,	1.91597800e-04,	5.19757055e-03
            14,	8.94055360e-01,	3.68712347e-03,	1.00000000e+00,	             0,	1.75077111e-04,	4.73112121e-03
            15,	8.94504322e-01,	3.53507950e-03,	1.00000000e+00,	             0,	1.52043967e-04,	4.34869613e-03
            16,	8.94885456e-01,	3.40110102e-03,	1.00000000e+00,	             0,	1.33978478e-04,	4.02064626e-03
            17,	8.95091130e-01,	3.28151139e-03,	1.00000000e+00,	             0,	1.19589630e-04,	3.83320282e-03
            18,	8.95012765e-01,	3.16848987e-03,	1.00000000e+00,	             0,	1.13021515e-04,	3.82949702e-03
            19,	8.94656776e-01,	3.05543834e-03,	1.00000000e+00,	             0,	1.13051534e-04,	4.00751322e-03
            20,	8.93928935e-01,	2.93511918e-03,	1.00000000e+00,	             0,	1.20319161e-04,	4.42987666e-03
            21,	8.92631067e-01,	2.79902068e-03,	1.00000000e+00,	             0,	1.36098501e-04,	5.22722302e-03
            22,	8.91913354e-01,	2.65182041e-03,	1.00000000e+00,	             0,	1.47200265e-04,	5.32674964e-03
            23,	8.90225211e-01,	2.49349665e-03,	1.00000000e+00,	             0,	1.58323765e-04,	4.68415084e-03
            24,	8.87757818e-01,	2.31850610e-03,	1.00000000e+00,	             0,	1.74990549e-04,	3.97850198e-03
            25,	8.85528914e-01,	2.13920936e-03,	1.00000000e+00,	             0,	1.79296738e-04,	3.30937364e-03
            26,	8.85906045e-01,	1.97696426e-03,	1.00000000e+00,	             0,	1.62245098e-04,	2.76408215e-03
            27,	8.87203273e-01,	1.84580881e-03,	1.00000000e+00,	             0,	1.31155454e-04,	2.25697348e-03
            28,	8.87635765e-01,	1.73759037e-03,	1.00000000e+00,	             0,	1.08218437e-04,	1.91122927e-03
            29,	8.88536262e-01,	1.64450821e-03,	1.00000000e+00,	             0,	9.30821640e-05,	1.65493777e-03
            30,	8.89836601e-01,	1.56798489e-03,	1.00000000e+00,	             0,	7.65233181e-05,	1.37305226e-03
            31,	8.91276570e-01,	1.50726893e-03,	1.00000000e+00,	             0,	6.07159617e-05,	1.19084919e-03
            32,	8.92656548e-01,	1.45724729e-03,	1.00000000e+00,	             0,	5.00216363e-05,	1.05100180e-03
            33,	8.93930199e-01,	1.41596858e-03,	1.00000000e+00,	             0,	4.12787147e-05,	9.39248897e-04
            34,	8.95579125e-01,	1.38584416e-03,	1.00000000e+00,	             0,	3.01244135e-05,	8.45268258e-04
            35,	8.96437613e-01,	1.36182685e-03,	1.00000000e+00,	             0,	2.40173159e-05,	8.21703204e-04
            36,	8.96931288e-01,	1.34042084e-03,	1.00000000e+00,	             0,	2.14060054e-05,	7.74835432e-04
            37,	8.97417369e-01,	1.32288522e-03,	1.00000000e+00,	             0,	1.75356180e-05,	7.54833101e-04
            38,	8.97733574e-01,	1.30719701e-03,	1.00000000e+00,	             0,	1.56882106e-05,	7.03765398e-04
            39,	8.97984260e-01,	1.29447999e-03,	1.00000000e+00,	             0,	1.27170199e-05,	6.67991747e-04
            40,	8.98311583e-01,	1.28325742e-03,	1.00000000e+00,	             0,	1.12225753e-05,	6.54514792e-04
            41,	8.98670754e-01,	1.27472915e-03,	1.00000000e+00,	             0,	8.52826884e-06,	6.16452573e-04
            42,	8.98903302e-01,	1.26794654e-03,	1.00000000e+00,	             0,	6.78261059e-06,	6.03627450e-04
            43,	8.99068142e-01,	1.26215818e-03,	1.00000000e+00,	             0,	5.78836185e-06,	5.98178298e-04
            44,	8.99219246e-01,	1.25735971e-03,	1.00000000e+00,	             0,	4.79847003e-06,	5.82964287e-04
            45,	8.99360227e-01,	1.25366746e-03,	1.00000000e+00,	             0,	3.69224471e-06,	5.74681734e-04
            46,	8.99446534e-01,	1.25054609e-03,	1.00000000e+00,	             0,	3.12137453e-06,	5.67101052e-04
            47,	8.99504181e-01,	1.24778169e-03,	1.00000000e+00,	             0,	2.76439568e-06,	5.60751396e-04
            48,	8.99555729e-01,	1.24528301e-03,	1.00000000e+00,	             0,	2.49868551e-06,	5.45262589e-04
            49,	8.99600371e-01,	1.24302296e-03,	1.00000000e+00,	             0,	2.26005053e-06,	5.30548934e-04
            50,	8.99644521e-01,	1.24095957e-03,	1.00000000e+00,	             0,	2.06338283e-06,	5.18617270e-04
