            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	8.99669086e-01,	1.55865961e-02,	1.00000000e+00,	             0,	           inf,	7.52219271e-02
             1,	8.31787024e-01,	1.09835579e-02,	1.00000000e+00,	             0,	4.60303821e-03,	4.62161983e-02
             2,	8.64852867e-01,	7.71519585e-03,	1.00000000e+00,	             0,	3.26836207e-03,	2.60035658e-02
             3,	8.79622029e-01,	6.24085435e-03,	1.00000000e+00,	             0,	1.47434150e-03,	1.58681604e-02
             4,	8.85707193e-01,	5.39210580e-03,	1.00000000e+00,	             0,	8.48748551e-04,	1.12336140e-02
             5,	8.88739476e-01,	4.83432417e-03,	1.00000000e+00,	             0,	5.57781628e-04,	8.70880001e-03
             6,	8.90400349e-01,	4.42935707e-03,	1.00000000e+00,	             0,	4.04967104e-04,	7.29127597e-03
             7,	8.91518700e-01,	4.10683655e-03,	1.00000000e+00,	             0,	3.22520515e-04,	6.37283267e-03
             8,	8.92151313e-01,	3.83577130e-03,	1.00000000e+00,	             0,	2.71065254e-04,	5.76727087e-03
             9,	8.93230471e-01,	3.61544581e-03,	1.00000000e+00,	             0,	2.20325484e-04,	5.02001670e-03
            10,	8.93794362e-01,	3.43269746e-03,	1.00000000e+00,	             0,	1.82748353e-04,	4.59882488e-03
            11,	8.94126608e-01,	3.27449186e-03,	1.00000000e+00,	             0,	1.58205599e-04,	4.34392122e-03
            12,	8.94037364e-01,	3.12805640e-03,	1.00000000e+00,	             0,	1.46435459e-04,	4.36605441e-03
            13,	8.93434155e-01,	2.98006503e-03,	1.00000000e+00,	             0,	1.47991370e-04,	4.72240920e-03
            14,	8.92127165e-01,	2.81478101e-03,	1.00000000e+00,	             0,	1.65284023e-04,	5.53662617e-03
            15,	8.91682725e-01,	2.64582840e-03,	1.00000000e+00,	             0,	1.68952610e-04,	5.27392748e-03
            16,	8.90035083e-01,	2.47050550e-03,	1.00000000e+00,	             0,	1.75322901e-04,	4.56511380e-03
            17,	8.87608584e-01,	2.28047174e-03,	1.00000000e+00,	             0,	1.90033756e-04,	3.82166816e-03
            18,	8.86308489e-01,	2.09622224e-03,	1.00000000e+00,	             0,	1.84249503e-04,	3.15713338e-03
            19,	8.85802745e-01,	1.92874659e-03,	1.00000000e+00,	             0,	1.67475646e-04,	2.58125994e-03
            20,	8.86634693e-01,	1.79097503e-03,	1.00000000e+00,	             0,	1.37771560e-04,	2.07551641e-03
            21,	8.88102205e-01,	1.68076167e-03,	1.00000000e+00,	             0,	1.10213365e-04,	1.75083649e-03
            22,	8.89384291e-01,	1.59174505e-03,	1.00000000e+00,	             0,	8.90166155e-05,	1.47008422e-03
            23,	8.90888496e-01,	1.52217256e-03,	1.00000000e+00,	             0,	6.95724928e-05,	1.23522745e-03
            24,	8.92261187e-01,	1.46553459e-03,	1.00000000e+00,	             0,	5.66379723e-05,	1.07806250e-03
            25,	8.93841289e-01,	1.42134558e-03,	1.00000000e+00,	             0,	4.41890135e-05,	9.45181396e-04
            26,	8.95136711e-01,	1.38687574e-03,	1.00000000e+00,	             0,	3.44698350e-05,	8.63009775e-04
            27,	8.96216580e-01,	1.36141564e-03,	1.00000000e+00,	             0,	2.54601027e-05,	8.01647089e-04
            28,	8.96550188e-01,	1.33889085e-03,	1.00000000e+00,	             0,	2.25247904e-05,	7.62333222e-04
            29,	8.97228945e-01,	1.32076735e-03,	1.00000000e+00,	             0,	1.81234979e-05,	7.32872524e-04
            30,	8.97420517e-01,	1.30468018e-03,	1.00000000e+00,	             0,	1.60871720e-05,	7.00858374e-04
            31,	8.98179983e-01,	1.29191998e-03,	1.00000000e+00,	             0,	1.27601967e-05,	6.52383402e-04
            32,	8.98487163e-01,	1.28243673e-03,	1.00000000e+00,	             0,	9.48324812e-06,	6.35101288e-04
            33,	8.98668300e-01,	1.27426850e-03,	1.00000000e+00,	             0,	8.16823067e-06,	6.24897398e-04
            34,	8.98948963e-01,	1.26729401e-03,	1.00000000e+00,	             0,	6.97449308e-06,	6.03655171e-04
            35,	8.99131245e-01,	1.26197740e-03,	1.00000000e+00,	             0,	5.31661339e-06,	5.91867237e-04
            36,	8.99222102e-01,	1.25735198e-03,	1.00000000e+00,	             0,	4.62541715e-06,	5.83037216e-04
            37,	8.99276516e-01,	1.25306381e-03,	1.00000000e+00,	             0,	4.28817243e-06,	5.75410627e-04
            38,	8.99323497e-01,	1.24900595e-03,	1.00000000e+00,	             0,	4.05785712e-06,	5.69095970e-04
            39,	8.99371867e-01,	1.24514952e-03,	1.00000000e+00,	             0,	3.85642855e-06,	5.61065003e-04
            40,	8.99512750e-01,	1.24198472e-03,	1.00000000e+00,	             0,	3.16480287e-06,	5.32581825e-04
            41,	8.99535498e-01,	1.23923661e-03,	1.00000000e+00,	             0,	2.74810929e-06,	5.16797673e-04
            42,	8.99514887e-01,	1.23643014e-03,	1.00000000e+00,	             0,	2.80646569e-06,	5.01968734e-04
            43,	8.99433306e-01,	1.23330747e-03,	1.00000000e+00,	             0,	3.12267242e-06,	4.91162971e-04
            44,	8.99464153e-01,	1.23060371e-03,	1.00000000e+00,	             0,	2.70375999e-06,	4.87400687e-04
            45,	8.99752879e-01,	1.22882272e-03,	1.00000000e+00,	             0,	1.78099116e-06,	4.52552388e-04
            46,	8.99821729e-01,	1.22773175e-03,	1.00000000e+00,	             0,	1.09096491e-06,	4.44242484e-04
            47,	8.99858573e-01,	1.22687716e-03,	1.00000000e+00,	             0,	8.54590406e-07,	4.21258275e-04
            48,	8.99876304e-01,	1.22614653e-03,	1.00000000e+00,	             0,	7.30629034e-07,	4.07622778e-04
            49,	8.99888421e-01,	1.22548239e-03,	1.00000000e+00,	             0,	6.64148381e-07,	3.97159559e-04
            50,	8.99898431e-01,	1.22487516e-03,	1.00000000e+00,	             0,	6.07223309e-07,	3.88215892e-04
            51,	8.99899342e-01,	1.22427903e-03,	1.00000000e+00,	             0,	5.96129747e-07,	3.86742584e-04
            52,	8.99904594e-01,	1.22370097e-03,	1.00000000e+00,	             0,	5.78063143e-07,	3.81921324e-04
            53,	8.99924429e-01,	1.22318503e-03,	1.00000000e+00,	             0,	5.15936476e-07,	3.64938047e-04
            54,	8.99941398e-01,	1.22279960e-03,	1.00000000e+00,	             0,	3.85432425e-07,	3.48860399e-04
            55,	8.99945394e-01,	1.22247820e-03,	1.00000000e+00,	             0,	3.21398861e-07,	3.45243915e-04
            56,	8.99950233e-01,	1.22217626e-03,	1.00000000e+00,	             0,	3.01946213e-07,	3.40837007e-04
            57,	8.99955505e-01,	1.22190428e-03,	1.00000000e+00,	             0,	2.71975259e-07,	3.36276606e-04
            58,	8.99959373e-01,	1.22165877e-03,	1.00000000e+00,	             0,	2.45509907e-07,	3.32948949e-04
            59,	8.99962504e-01,	1.22143344e-03,	1.00000000e+00,	             0,	2.25327593e-07,	3.30196491e-04
            60,	8.99964752e-01,	1.22122242e-03,	1.00000000e+00,	             0,	2.11020966e-07,	3.28162839e-04
            61,	8.99967267e-01,	1.22102695e-03,	1.00000000e+00,	             0,	1.95472822e-07,	3.25888875e-04
            62,	8.99968527e-01,	1.22084070e-03,	1.00000000e+00,	             0,	1.86245335e-07,	3.24672839e-04
            63,	8.99970673e-01,	1.22066297e-03,	1.00000000e+00,	             0,	1.77730307e-07,	3.22773285e-04
            64,	8.99973433e-01,	1.22049961e-03,	1.00000000e+00,	             0,	1.63363465e-07,	3.20246938e-04
            65,	8.99974692e-01,	1.22034845e-03,	1.00000000e+00,	             0,	1.51164365e-07,	3.19063125e-04
            66,	8.99975647e-01,	1.22020344e-03,	1.00000000e+00,	             0,	1.45007711e-07,	3.18102919e-04
            67,	8.99977569e-01,	1.22006706e-03,	1.00000000e+00,	             0,	1.36373588e-07,	3.16345897e-04
            68,	8.99979837e-01,	1.21994223e-03,	1.00000000e+00,	             0,	1.24838343e-07,	3.14321671e-04
            69,	8.99981969e-01,	1.21983051e-03,	1.00000000e+00,	             0,	1.11716193e-07,	3.12460307e-04
            70,	8.99983966e-01,	1.21973139e-03,	1.00000000e+00,	             0,	9.91198570e-08,	3.10729682e-04
            71,	8.99985082e-01,	1.21963925e-03,	1.00000000e+00,	             0,	9.21448257e-08,	3.09767421e-04
            72,	8.99986017e-01,	1.21955397e-03,	1.00000000e+00,	             0,	8.52722446e-08,	3.08942574e-04
            73,	8.99986598e-01,	1.21947377e-03,	1.00000000e+00,	             0,	8.02009445e-08,	3.08428449e-04
            74,	8.99987045e-01,	1.21939604e-03,	1.00000000e+00,	             0,	7.77339931e-08,	3.08040594e-04
            75,	8.99987514e-01,	1.21932119e-03,	1.00000000e+00,	             0,	7.48525797e-08,	3.07640129e-04
            76,	8.99987636e-01,	1.21924760e-03,	1.00000000e+00,	             0,	7.35864385e-08,	3.07563312e-04
            77,	8.99987679e-01,	1.21917448e-03,	1.00000000e+00,	             0,	7.31180207e-08,	3.07560524e-04
            78,	8.99987770e-01,	1.21910195e-03,	1.00000000e+00,	             0,	7.25292539e-08,	3.07526702e-04
            79,	8.99987956e-01,	1.21903023e-03,	1.00000000e+00,	             0,	7.17217377e-08,	3.07394424e-04
            80,	8.99988078e-01,	1.21895929e-03,	1.00000000e+00,	             0,	7.09370645e-08,	3.07310978e-04
            81,	8.99988330e-01,	1.21888940e-03,	1.00000000e+00,	             0,	6.98965167e-08,	3.07133689e-04
            82,	8.99988595e-01,	1.21882133e-03,	1.00000000e+00,	             0,	6.80678945e-08,	3.06889631e-04
            83,	8.99988466e-01,	1.21875328e-03,	1.00000000e+00,	             0,	6.80489190e-08,	3.06984546e-04
            84,	8.99988163e-01,	1.21868375e-03,	1.00000000e+00,	             0,	6.95245543e-08,	3.07258692e-04
            85,	8.99987823e-01,	1.21861228e-03,	1.00000000e+00,	             0,	7.14716255e-08,	3.07540861e-04
            86,	8.99987391e-01,	1.21853832e-03,	1.00000000e+00,	             0,	7.39639041e-08,	3.07900206e-04
            87,	8.99986980e-01,	1.21846222e-03,	1.00000000e+00,	             0,	7.60969553e-08,	3.08229192e-04
            88,	8.99986583e-01,	1.21838349e-03,	1.00000000e+00,	             0,	7.87339952e-08,	3.08544854e-04
            89,	8.99986605e-01,	1.21830443e-03,	1.00000000e+00,	             0,	7.90568006e-08,	3.08494260e-04
            90,	8.99986438e-01,	1.21822519e-03,	1.00000000e+00,	             0,	7.92373870e-08,	3.08611506e-04
            91,	8.99986577e-01,	1.21814616e-03,	1.00000000e+00,	             0,	7.90367587e-08,	3.08455551e-04
            92,	8.99986944e-01,	1.21806914e-03,	1.00000000e+00,	             0,	7.70216491e-08,	3.08108805e-04
            93,	8.99987567e-01,	1.21799539e-03,	1.00000000e+00,	             0,	7.37481298e-08,	3.07550833e-04
            94,	8.99987779e-01,	1.21792363e-03,	1.00000000e+00,	             0,	7.17625587e-08,	3.07368327e-04
