            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	8.99724780e-01,	1.55837019e-02,	1.00000000e+00,	             0,	           inf,	7.52038205e-02
             1,	8.45332050e-01,	1.14609888e-02,	1.00000000e+00,	             0,	4.12271310e-03,	4.81889509e-02
             2,	8.64321248e-01,	8.34099888e-03,	1.00000000e+00,	             0,	3.11998995e-03,	2.84838781e-02
             3,	8.78743895e-01,	6.75228147e-03,	1.00000000e+00,	             0,	1.58871740e-03,	1.78318127e-02
             4,	8.84622606e-01,	5.82234952e-03,	1.00000000e+00,	             0,	9.29931958e-04,	1.28408403e-02
             5,	8.88284396e-01,	5.19003282e-03,	1.00000000e+00,	             0,	6.32316700e-04,	9.78932075e-03
             6,	8.90060343e-01,	4.73364799e-03,	1.00000000e+00,	             0,	4.56384824e-04,	8.03825646e-03
             7,	8.91194853e-01,	4.37907514e-03,	1.00000000e+00,	             0,	3.54572852e-04,	6.93721029e-03
             8,	8.92009304e-01,	4.08561957e-03,	1.00000000e+00,	             0,	2.93455568e-04,	6.17036316e-03
             9,	8.92402295e-01,	3.83213164e-03,	1.00000000e+00,	             0,	2.53487928e-04,	5.67221632e-03
            10,	8.93423370e-01,	3.62296260e-03,	1.00000000e+00,	             0,	2.09169042e-04,	4.95613551e-03
            11,	8.93840279e-01,	3.44655823e-03,	1.00000000e+00,	             0,	1.76404376e-04,	4.60739316e-03
            12,	8.94228604e-01,	3.29198483e-03,	1.00000000e+00,	             0,	1.54573400e-04,	4.30654598e-03
            13,	8.94246225e-01,	3.15105745e-03,	1.00000000e+00,	             0,	1.40927380e-04,	4.24880748e-03
            14,	8.93872768e-01,	3.01263722e-03,	1.00000000e+00,	             0,	1.38420226e-04,	4.45337922e-03
            15,	8.92913279e-01,	2.86434465e-03,	1.00000000e+00,	             0,	1.48292571e-04,	5.04649260e-03
            16,	8.92107913e-01,	2.70392833e-03,	1.00000000e+00,	             0,	1.60416315e-04,	5.55120543e-03
            17,	8.91017384e-01,	2.54000964e-03,	1.00000000e+00,	             0,	1.63918691e-04,	4.88092657e-03
            18,	8.88293158e-01,	2.35497127e-03,	1.00000000e+00,	             0,	1.85038373e-04,	4.14120586e-03
            19,	8.85565218e-01,	2.15805274e-03,	1.00000000e+00,	             0,	1.96918528e-04,	3.37986092e-03
            20,	8.84969524e-01,	1.97546676e-03,	1.00000000e+00,	             0,	1.82585980e-04,	2.76083979e-03
            21,	8.86360468e-01,	1.82892861e-03,	1.00000000e+00,	             0,	1.46538148e-04,	2.20087378e-03
            22,	8.87652006e-01,	1.71395194e-03,	1.00000000e+00,	             0,	1.14976676e-04,	1.84488215e-03
            23,	8.88926987e-01,	1.61957840e-03,	1.00000000e+00,	             0,	9.43735351e-05,	1.56025240e-03
